PK_Calendario;Fecha;Año;Mes;Trimestre;NombreMes;NombreTrimestre;MesAño;DiasTotales;DiasHabiles;CoeficienteIPI;CoeficienteICM
19431001;1943-10-01;1943;10;4;Octubre;Trim. 4;1943-10-01;NULL;NULL;NULL;NULL
19431101;1943-11-01;1943;11;4;Noviembre;Trim. 4;1943-11-01;NULL;NULL;NULL;NULL
19431201;1943-12-01;1943;12;4;Diciembre;Trim. 4;1943-12-01;NULL;NULL;NULL;NULL
19440101;1944-01-01;1944;1;1;Enero;Trim. 1;1944-01-01;NULL;NULL;NULL;NULL
19440201;1944-02-01;1944;2;1;Febrero;Trim. 1;1944-02-01;NULL;NULL;NULL;NULL
19440301;1944-03-01;1944;3;1;Marzo;Trim. 1;1944-03-01;NULL;NULL;NULL;NULL
19440401;1944-04-01;1944;4;2;Abril;Trim. 2;1944-04-01;NULL;NULL;NULL;NULL
19440501;1944-05-01;1944;5;2;Mayo;Trim. 2;1944-05-01;NULL;NULL;NULL;NULL
19440601;1944-06-01;1944;6;2;Junio;Trim. 2;1944-06-01;NULL;NULL;NULL;NULL
19440701;1944-07-01;1944;7;3;Julio;Trim. 3;1944-07-01;NULL;NULL;NULL;NULL
19440801;1944-08-01;1944;8;3;Agosto;Trim. 3;1944-08-01;NULL;NULL;NULL;NULL
19440901;1944-09-01;1944;9;3;Septiembre;Trim. 3;1944-09-01;NULL;NULL;NULL;NULL
19441001;1944-10-01;1944;10;4;Octubre;Trim. 4;1944-10-01;NULL;NULL;NULL;NULL
19441101;1944-11-01;1944;11;4;Noviembre;Trim. 4;1944-11-01;NULL;NULL;NULL;NULL
19441201;1944-12-01;1944;12;4;Diciembre;Trim. 4;1944-12-01;NULL;NULL;NULL;NULL
19450101;1945-01-01;1945;1;1;Enero;Trim. 1;1945-01-01;NULL;NULL;NULL;NULL
19450201;1945-02-01;1945;2;1;Febrero;Trim. 1;1945-02-01;NULL;NULL;NULL;NULL
19450301;1945-03-01;1945;3;1;Marzo;Trim. 1;1945-03-01;NULL;NULL;NULL;NULL
19450401;1945-04-01;1945;4;2;Abril;Trim. 2;1945-04-01;NULL;NULL;NULL;NULL
19450501;1945-05-01;1945;5;2;Mayo;Trim. 2;1945-05-01;NULL;NULL;NULL;NULL
19450601;1945-06-01;1945;6;2;Junio;Trim. 2;1945-06-01;NULL;NULL;NULL;NULL
19450701;1945-07-01;1945;7;3;Julio;Trim. 3;1945-07-01;NULL;NULL;NULL;NULL
19450801;1945-08-01;1945;8;3;Agosto;Trim. 3;1945-08-01;NULL;NULL;NULL;NULL
19450901;1945-09-01;1945;9;3;Septiembre;Trim. 3;1945-09-01;NULL;NULL;NULL;NULL
19451001;1945-10-01;1945;10;4;Octubre;Trim. 4;1945-10-01;NULL;NULL;NULL;NULL
19451101;1945-11-01;1945;11;4;Noviembre;Trim. 4;1945-11-01;NULL;NULL;NULL;NULL
19451201;1945-12-01;1945;12;4;Diciembre;Trim. 4;1945-12-01;NULL;NULL;NULL;NULL
19460101;1946-01-01;1946;1;1;Enero;Trim. 1;1946-01-01;NULL;NULL;NULL;NULL
19460201;1946-02-01;1946;2;1;Febrero;Trim. 1;1946-02-01;NULL;NULL;NULL;NULL
19460301;1946-03-01;1946;3;1;Marzo;Trim. 1;1946-03-01;NULL;NULL;NULL;NULL
19460401;1946-04-01;1946;4;2;Abril;Trim. 2;1946-04-01;NULL;NULL;NULL;NULL
19460501;1946-05-01;1946;5;2;Mayo;Trim. 2;1946-05-01;NULL;NULL;NULL;NULL
19460601;1946-06-01;1946;6;2;Junio;Trim. 2;1946-06-01;NULL;NULL;NULL;NULL
19460701;1946-07-01;1946;7;3;Julio;Trim. 3;1946-07-01;NULL;NULL;NULL;NULL
19460801;1946-08-01;1946;8;3;Agosto;Trim. 3;1946-08-01;NULL;NULL;NULL;NULL
19460901;1946-09-01;1946;9;3;Septiembre;Trim. 3;1946-09-01;NULL;NULL;NULL;NULL
19461001;1946-10-01;1946;10;4;Octubre;Trim. 4;1946-10-01;NULL;NULL;NULL;NULL
19461101;1946-11-01;1946;11;4;Noviembre;Trim. 4;1946-11-01;NULL;NULL;NULL;NULL
19461201;1946-12-01;1946;12;4;Diciembre;Trim. 4;1946-12-01;NULL;NULL;NULL;NULL
19470101;1947-01-01;1947;1;1;Enero;Trim. 1;1947-01-01;NULL;NULL;NULL;NULL
19470201;1947-02-01;1947;2;1;Febrero;Trim. 1;1947-02-01;NULL;NULL;NULL;NULL
19470301;1947-03-01;1947;3;1;Marzo;Trim. 1;1947-03-01;NULL;NULL;NULL;NULL
19470401;1947-04-01;1947;4;2;Abril;Trim. 2;1947-04-01;NULL;NULL;NULL;NULL
19470501;1947-05-01;1947;5;2;Mayo;Trim. 2;1947-05-01;NULL;NULL;NULL;NULL
19470601;1947-06-01;1947;6;2;Junio;Trim. 2;1947-06-01;NULL;NULL;NULL;NULL
19470701;1947-07-01;1947;7;3;Julio;Trim. 3;1947-07-01;NULL;NULL;NULL;NULL
19470801;1947-08-01;1947;8;3;Agosto;Trim. 3;1947-08-01;NULL;NULL;NULL;NULL
19470901;1947-09-01;1947;9;3;Septiembre;Trim. 3;1947-09-01;NULL;NULL;NULL;NULL
19471001;1947-10-01;1947;10;4;Octubre;Trim. 4;1947-10-01;NULL;NULL;NULL;NULL
19471101;1947-11-01;1947;11;4;Noviembre;Trim. 4;1947-11-01;NULL;NULL;NULL;NULL
19471201;1947-12-01;1947;12;4;Diciembre;Trim. 4;1947-12-01;NULL;NULL;NULL;NULL
19480101;1948-01-01;1948;1;1;Enero;Trim. 1;1948-01-01;NULL;NULL;NULL;NULL
19480201;1948-02-01;1948;2;1;Febrero;Trim. 1;1948-02-01;NULL;NULL;NULL;NULL
19480301;1948-03-01;1948;3;1;Marzo;Trim. 1;1948-03-01;NULL;NULL;NULL;NULL
19480401;1948-04-01;1948;4;2;Abril;Trim. 2;1948-04-01;NULL;NULL;NULL;NULL
19480501;1948-05-01;1948;5;2;Mayo;Trim. 2;1948-05-01;NULL;NULL;NULL;NULL
19480601;1948-06-01;1948;6;2;Junio;Trim. 2;1948-06-01;NULL;NULL;NULL;NULL
19480701;1948-07-01;1948;7;3;Julio;Trim. 3;1948-07-01;NULL;NULL;NULL;NULL
19480801;1948-08-01;1948;8;3;Agosto;Trim. 3;1948-08-01;NULL;NULL;NULL;NULL
19480901;1948-09-01;1948;9;3;Septiembre;Trim. 3;1948-09-01;NULL;NULL;NULL;NULL
19481001;1948-10-01;1948;10;4;Octubre;Trim. 4;1948-10-01;NULL;NULL;NULL;NULL
19481101;1948-11-01;1948;11;4;Noviembre;Trim. 4;1948-11-01;NULL;NULL;NULL;NULL
19481201;1948-12-01;1948;12;4;Diciembre;Trim. 4;1948-12-01;NULL;NULL;NULL;NULL
19490101;1949-01-01;1949;1;1;Enero;Trim. 1;1949-01-01;NULL;NULL;NULL;NULL
19490201;1949-02-01;1949;2;1;Febrero;Trim. 1;1949-02-01;NULL;NULL;NULL;NULL
19490301;1949-03-01;1949;3;1;Marzo;Trim. 1;1949-03-01;NULL;NULL;NULL;NULL
19490401;1949-04-01;1949;4;2;Abril;Trim. 2;1949-04-01;NULL;NULL;NULL;NULL
19490501;1949-05-01;1949;5;2;Mayo;Trim. 2;1949-05-01;NULL;NULL;NULL;NULL
19490601;1949-06-01;1949;6;2;Junio;Trim. 2;1949-06-01;NULL;NULL;NULL;NULL
19490701;1949-07-01;1949;7;3;Julio;Trim. 3;1949-07-01;NULL;NULL;NULL;NULL
19490801;1949-08-01;1949;8;3;Agosto;Trim. 3;1949-08-01;NULL;NULL;NULL;NULL
19490901;1949-09-01;1949;9;3;Septiembre;Trim. 3;1949-09-01;NULL;NULL;NULL;NULL
19491001;1949-10-01;1949;10;4;Octubre;Trim. 4;1949-10-01;NULL;NULL;NULL;NULL
19491101;1949-11-01;1949;11;4;Noviembre;Trim. 4;1949-11-01;NULL;NULL;NULL;NULL
19491201;1949-12-01;1949;12;4;Diciembre;Trim. 4;1949-12-01;NULL;NULL;NULL;NULL
19500101;1950-01-01;1950;1;1;Enero;Trim. 1;1950-01-01;NULL;NULL;NULL;NULL
19500201;1950-02-01;1950;2;1;Febrero;Trim. 1;1950-02-01;NULL;NULL;NULL;NULL
19500301;1950-03-01;1950;3;1;Marzo;Trim. 1;1950-03-01;NULL;NULL;NULL;NULL
19500401;1950-04-01;1950;4;2;Abril;Trim. 2;1950-04-01;NULL;NULL;NULL;NULL
19500501;1950-05-01;1950;5;2;Mayo;Trim. 2;1950-05-01;NULL;NULL;NULL;NULL
19500601;1950-06-01;1950;6;2;Junio;Trim. 2;1950-06-01;NULL;NULL;NULL;NULL
19500701;1950-07-01;1950;7;3;Julio;Trim. 3;1950-07-01;NULL;NULL;NULL;NULL
19500801;1950-08-01;1950;8;3;Agosto;Trim. 3;1950-08-01;NULL;NULL;NULL;NULL
19500901;1950-09-01;1950;9;3;Septiembre;Trim. 3;1950-09-01;NULL;NULL;NULL;NULL
19501001;1950-10-01;1950;10;4;Octubre;Trim. 4;1950-10-01;NULL;NULL;NULL;NULL
19501101;1950-11-01;1950;11;4;Noviembre;Trim. 4;1950-11-01;NULL;NULL;NULL;NULL
19501201;1950-12-01;1950;12;4;Diciembre;Trim. 4;1950-12-01;NULL;NULL;NULL;NULL
19510101;1951-01-01;1951;1;1;Enero;Trim. 1;1951-01-01;NULL;NULL;NULL;NULL
19510201;1951-02-01;1951;2;1;Febrero;Trim. 1;1951-02-01;NULL;NULL;NULL;NULL
19510301;1951-03-01;1951;3;1;Marzo;Trim. 1;1951-03-01;NULL;NULL;NULL;NULL
19510401;1951-04-01;1951;4;2;Abril;Trim. 2;1951-04-01;NULL;NULL;NULL;NULL
19510501;1951-05-01;1951;5;2;Mayo;Trim. 2;1951-05-01;NULL;NULL;NULL;NULL
19510601;1951-06-01;1951;6;2;Junio;Trim. 2;1951-06-01;NULL;NULL;NULL;NULL
19510701;1951-07-01;1951;7;3;Julio;Trim. 3;1951-07-01;NULL;NULL;NULL;NULL
19510801;1951-08-01;1951;8;3;Agosto;Trim. 3;1951-08-01;NULL;NULL;NULL;NULL
19510901;1951-09-01;1951;9;3;Septiembre;Trim. 3;1951-09-01;NULL;NULL;NULL;NULL
19511001;1951-10-01;1951;10;4;Octubre;Trim. 4;1951-10-01;NULL;NULL;NULL;NULL
19511101;1951-11-01;1951;11;4;Noviembre;Trim. 4;1951-11-01;NULL;NULL;NULL;NULL
19511201;1951-12-01;1951;12;4;Diciembre;Trim. 4;1951-12-01;NULL;NULL;NULL;NULL
19520101;1952-01-01;1952;1;1;Enero;Trim. 1;1952-01-01;NULL;NULL;NULL;NULL
19520201;1952-02-01;1952;2;1;Febrero;Trim. 1;1952-02-01;NULL;NULL;NULL;NULL
19520301;1952-03-01;1952;3;1;Marzo;Trim. 1;1952-03-01;NULL;NULL;NULL;NULL
19520401;1952-04-01;1952;4;2;Abril;Trim. 2;1952-04-01;NULL;NULL;NULL;NULL
19520501;1952-05-01;1952;5;2;Mayo;Trim. 2;1952-05-01;NULL;NULL;NULL;NULL
19520601;1952-06-01;1952;6;2;Junio;Trim. 2;1952-06-01;NULL;NULL;NULL;NULL
19520701;1952-07-01;1952;7;3;Julio;Trim. 3;1952-07-01;NULL;NULL;NULL;NULL
19520801;1952-08-01;1952;8;3;Agosto;Trim. 3;1952-08-01;NULL;NULL;NULL;NULL
19520901;1952-09-01;1952;9;3;Septiembre;Trim. 3;1952-09-01;NULL;NULL;NULL;NULL
19521001;1952-10-01;1952;10;4;Octubre;Trim. 4;1952-10-01;NULL;NULL;NULL;NULL
19521101;1952-11-01;1952;11;4;Noviembre;Trim. 4;1952-11-01;NULL;NULL;NULL;NULL
19521201;1952-12-01;1952;12;4;Diciembre;Trim. 4;1952-12-01;NULL;NULL;NULL;NULL
19530101;1953-01-01;1953;1;1;Enero;Trim. 1;1953-01-01;NULL;NULL;NULL;NULL
19530201;1953-02-01;1953;2;1;Febrero;Trim. 1;1953-02-01;NULL;NULL;NULL;NULL
19530301;1953-03-01;1953;3;1;Marzo;Trim. 1;1953-03-01;NULL;NULL;NULL;NULL
19530401;1953-04-01;1953;4;2;Abril;Trim. 2;1953-04-01;NULL;NULL;NULL;NULL
19530501;1953-05-01;1953;5;2;Mayo;Trim. 2;1953-05-01;NULL;NULL;NULL;NULL
19530601;1953-06-01;1953;6;2;Junio;Trim. 2;1953-06-01;NULL;NULL;NULL;NULL
19530701;1953-07-01;1953;7;3;Julio;Trim. 3;1953-07-01;NULL;NULL;NULL;NULL
19530801;1953-08-01;1953;8;3;Agosto;Trim. 3;1953-08-01;NULL;NULL;NULL;NULL
19530901;1953-09-01;1953;9;3;Septiembre;Trim. 3;1953-09-01;NULL;NULL;NULL;NULL
19531001;1953-10-01;1953;10;4;Octubre;Trim. 4;1953-10-01;NULL;NULL;NULL;NULL
19531101;1953-11-01;1953;11;4;Noviembre;Trim. 4;1953-11-01;NULL;NULL;NULL;NULL
19531201;1953-12-01;1953;12;4;Diciembre;Trim. 4;1953-12-01;NULL;NULL;NULL;NULL
19540101;1954-01-01;1954;1;1;Enero;Trim. 1;1954-01-01;NULL;NULL;NULL;NULL
19540201;1954-02-01;1954;2;1;Febrero;Trim. 1;1954-02-01;NULL;NULL;NULL;NULL
19540301;1954-03-01;1954;3;1;Marzo;Trim. 1;1954-03-01;NULL;NULL;NULL;NULL
19540401;1954-04-01;1954;4;2;Abril;Trim. 2;1954-04-01;NULL;NULL;NULL;NULL
19540501;1954-05-01;1954;5;2;Mayo;Trim. 2;1954-05-01;NULL;NULL;NULL;NULL
19540601;1954-06-01;1954;6;2;Junio;Trim. 2;1954-06-01;NULL;NULL;NULL;NULL
19540701;1954-07-01;1954;7;3;Julio;Trim. 3;1954-07-01;NULL;NULL;NULL;NULL
19540801;1954-08-01;1954;8;3;Agosto;Trim. 3;1954-08-01;NULL;NULL;NULL;NULL
19540901;1954-09-01;1954;9;3;Septiembre;Trim. 3;1954-09-01;NULL;NULL;NULL;NULL
19541001;1954-10-01;1954;10;4;Octubre;Trim. 4;1954-10-01;NULL;NULL;NULL;NULL
19541101;1954-11-01;1954;11;4;Noviembre;Trim. 4;1954-11-01;NULL;NULL;NULL;NULL
19541201;1954-12-01;1954;12;4;Diciembre;Trim. 4;1954-12-01;NULL;NULL;NULL;NULL
19550101;1955-01-01;1955;1;1;Enero;Trim. 1;1955-01-01;NULL;NULL;NULL;NULL
19550201;1955-02-01;1955;2;1;Febrero;Trim. 1;1955-02-01;NULL;NULL;NULL;NULL
19550301;1955-03-01;1955;3;1;Marzo;Trim. 1;1955-03-01;NULL;NULL;NULL;NULL
19550401;1955-04-01;1955;4;2;Abril;Trim. 2;1955-04-01;NULL;NULL;NULL;NULL
19550501;1955-05-01;1955;5;2;Mayo;Trim. 2;1955-05-01;NULL;NULL;NULL;NULL
19550601;1955-06-01;1955;6;2;Junio;Trim. 2;1955-06-01;NULL;NULL;NULL;NULL
19550701;1955-07-01;1955;7;3;Julio;Trim. 3;1955-07-01;NULL;NULL;NULL;NULL
19550801;1955-08-01;1955;8;3;Agosto;Trim. 3;1955-08-01;NULL;NULL;NULL;NULL
19550901;1955-09-01;1955;9;3;Septiembre;Trim. 3;1955-09-01;NULL;NULL;NULL;NULL
19551001;1955-10-01;1955;10;4;Octubre;Trim. 4;1955-10-01;NULL;NULL;NULL;NULL
19551101;1955-11-01;1955;11;4;Noviembre;Trim. 4;1955-11-01;NULL;NULL;NULL;NULL
19551201;1955-12-01;1955;12;4;Diciembre;Trim. 4;1955-12-01;NULL;NULL;NULL;NULL
19560101;1956-01-01;1956;1;1;Enero;Trim. 1;1956-01-01;NULL;NULL;NULL;NULL
19560201;1956-02-01;1956;2;1;Febrero;Trim. 1;1956-02-01;NULL;NULL;NULL;NULL
19560301;1956-03-01;1956;3;1;Marzo;Trim. 1;1956-03-01;NULL;NULL;NULL;NULL
19560401;1956-04-01;1956;4;2;Abril;Trim. 2;1956-04-01;NULL;NULL;NULL;NULL
19560501;1956-05-01;1956;5;2;Mayo;Trim. 2;1956-05-01;NULL;NULL;NULL;NULL
19560601;1956-06-01;1956;6;2;Junio;Trim. 2;1956-06-01;NULL;NULL;NULL;NULL
19560701;1956-07-01;1956;7;3;Julio;Trim. 3;1956-07-01;NULL;NULL;NULL;NULL
19560801;1956-08-01;1956;8;3;Agosto;Trim. 3;1956-08-01;NULL;NULL;NULL;NULL
19560901;1956-09-01;1956;9;3;Septiembre;Trim. 3;1956-09-01;NULL;NULL;NULL;NULL
19561001;1956-10-01;1956;10;4;Octubre;Trim. 4;1956-10-01;NULL;NULL;NULL;NULL
19561101;1956-11-01;1956;11;4;Noviembre;Trim. 4;1956-11-01;NULL;NULL;NULL;NULL
19561201;1956-12-01;1956;12;4;Diciembre;Trim. 4;1956-12-01;NULL;NULL;NULL;NULL
19570101;1957-01-01;1957;1;1;Enero;Trim. 1;1957-01-01;NULL;NULL;NULL;NULL
19570201;1957-02-01;1957;2;1;Febrero;Trim. 1;1957-02-01;NULL;NULL;NULL;NULL
19570301;1957-03-01;1957;3;1;Marzo;Trim. 1;1957-03-01;NULL;NULL;NULL;NULL
19570401;1957-04-01;1957;4;2;Abril;Trim. 2;1957-04-01;NULL;NULL;NULL;NULL
19570501;1957-05-01;1957;5;2;Mayo;Trim. 2;1957-05-01;NULL;NULL;NULL;NULL
19570601;1957-06-01;1957;6;2;Junio;Trim. 2;1957-06-01;NULL;NULL;NULL;NULL
19570701;1957-07-01;1957;7;3;Julio;Trim. 3;1957-07-01;NULL;NULL;NULL;NULL
19570801;1957-08-01;1957;8;3;Agosto;Trim. 3;1957-08-01;NULL;NULL;NULL;NULL
19570901;1957-09-01;1957;9;3;Septiembre;Trim. 3;1957-09-01;NULL;NULL;NULL;NULL
19571001;1957-10-01;1957;10;4;Octubre;Trim. 4;1957-10-01;NULL;NULL;NULL;NULL
19571101;1957-11-01;1957;11;4;Noviembre;Trim. 4;1957-11-01;NULL;NULL;NULL;NULL
19571201;1957-12-01;1957;12;4;Diciembre;Trim. 4;1957-12-01;NULL;NULL;NULL;NULL
19580101;1958-01-01;1958;1;1;Enero;Trim. 1;1958-01-01;NULL;NULL;NULL;NULL
19580201;1958-02-01;1958;2;1;Febrero;Trim. 1;1958-02-01;NULL;NULL;NULL;NULL
19580301;1958-03-01;1958;3;1;Marzo;Trim. 1;1958-03-01;NULL;NULL;NULL;NULL
19580401;1958-04-01;1958;4;2;Abril;Trim. 2;1958-04-01;NULL;NULL;NULL;NULL
19580501;1958-05-01;1958;5;2;Mayo;Trim. 2;1958-05-01;NULL;NULL;NULL;NULL
19580601;1958-06-01;1958;6;2;Junio;Trim. 2;1958-06-01;NULL;NULL;NULL;NULL
19580701;1958-07-01;1958;7;3;Julio;Trim. 3;1958-07-01;NULL;NULL;NULL;NULL
19580801;1958-08-01;1958;8;3;Agosto;Trim. 3;1958-08-01;NULL;NULL;NULL;NULL
19580901;1958-09-01;1958;9;3;Septiembre;Trim. 3;1958-09-01;NULL;NULL;NULL;NULL
19581001;1958-10-01;1958;10;4;Octubre;Trim. 4;1958-10-01;NULL;NULL;NULL;NULL
19581101;1958-11-01;1958;11;4;Noviembre;Trim. 4;1958-11-01;NULL;NULL;NULL;NULL
19581201;1958-12-01;1958;12;4;Diciembre;Trim. 4;1958-12-01;NULL;NULL;NULL;NULL
19590101;1959-01-01;1959;1;1;Enero;Trim. 1;1959-01-01;NULL;NULL;NULL;NULL
19590201;1959-02-01;1959;2;1;Febrero;Trim. 1;1959-02-01;NULL;NULL;NULL;NULL
19590301;1959-03-01;1959;3;1;Marzo;Trim. 1;1959-03-01;NULL;NULL;NULL;NULL
19590401;1959-04-01;1959;4;2;Abril;Trim. 2;1959-04-01;NULL;NULL;NULL;NULL
19590501;1959-05-01;1959;5;2;Mayo;Trim. 2;1959-05-01;NULL;NULL;NULL;NULL
19590601;1959-06-01;1959;6;2;Junio;Trim. 2;1959-06-01;NULL;NULL;NULL;NULL
19590701;1959-07-01;1959;7;3;Julio;Trim. 3;1959-07-01;NULL;NULL;NULL;NULL
19590801;1959-08-01;1959;8;3;Agosto;Trim. 3;1959-08-01;NULL;NULL;NULL;NULL
19590901;1959-09-01;1959;9;3;Septiembre;Trim. 3;1959-09-01;NULL;NULL;NULL;NULL
19591001;1959-10-01;1959;10;4;Octubre;Trim. 4;1959-10-01;NULL;NULL;NULL;NULL
19591101;1959-11-01;1959;11;4;Noviembre;Trim. 4;1959-11-01;NULL;NULL;NULL;NULL
19591201;1959-12-01;1959;12;4;Diciembre;Trim. 4;1959-12-01;NULL;NULL;NULL;NULL
19600101;1960-01-01;1960;1;1;Enero;Trim. 1;1960-01-01;NULL;NULL;NULL;NULL
19600201;1960-02-01;1960;2;1;Febrero;Trim. 1;1960-02-01;NULL;NULL;NULL;NULL
19600301;1960-03-01;1960;3;1;Marzo;Trim. 1;1960-03-01;NULL;NULL;NULL;NULL
19600401;1960-04-01;1960;4;2;Abril;Trim. 2;1960-04-01;NULL;NULL;NULL;NULL
19600501;1960-05-01;1960;5;2;Mayo;Trim. 2;1960-05-01;NULL;NULL;NULL;NULL
19600601;1960-06-01;1960;6;2;Junio;Trim. 2;1960-06-01;NULL;NULL;NULL;NULL
19600701;1960-07-01;1960;7;3;Julio;Trim. 3;1960-07-01;NULL;NULL;NULL;NULL
19600801;1960-08-01;1960;8;3;Agosto;Trim. 3;1960-08-01;NULL;NULL;NULL;NULL
19600901;1960-09-01;1960;9;3;Septiembre;Trim. 3;1960-09-01;NULL;NULL;NULL;NULL
19601001;1960-10-01;1960;10;4;Octubre;Trim. 4;1960-10-01;NULL;NULL;NULL;NULL
19601101;1960-11-01;1960;11;4;Noviembre;Trim. 4;1960-11-01;NULL;NULL;NULL;NULL
19601201;1960-12-01;1960;12;4;Diciembre;Trim. 4;1960-12-01;NULL;NULL;NULL;NULL
19610101;1961-01-01;1961;1;1;Enero;Trim. 1;1961-01-01;NULL;NULL;NULL;NULL
19610201;1961-02-01;1961;2;1;Febrero;Trim. 1;1961-02-01;NULL;NULL;NULL;NULL
19610301;1961-03-01;1961;3;1;Marzo;Trim. 1;1961-03-01;NULL;NULL;NULL;NULL
19610401;1961-04-01;1961;4;2;Abril;Trim. 2;1961-04-01;NULL;NULL;NULL;NULL
19610501;1961-05-01;1961;5;2;Mayo;Trim. 2;1961-05-01;NULL;NULL;NULL;NULL
19610601;1961-06-01;1961;6;2;Junio;Trim. 2;1961-06-01;NULL;NULL;NULL;NULL
19610701;1961-07-01;1961;7;3;Julio;Trim. 3;1961-07-01;NULL;NULL;NULL;NULL
19610801;1961-08-01;1961;8;3;Agosto;Trim. 3;1961-08-01;NULL;NULL;NULL;NULL
19610901;1961-09-01;1961;9;3;Septiembre;Trim. 3;1961-09-01;NULL;NULL;NULL;NULL
19611001;1961-10-01;1961;10;4;Octubre;Trim. 4;1961-10-01;NULL;NULL;NULL;NULL
19611101;1961-11-01;1961;11;4;Noviembre;Trim. 4;1961-11-01;NULL;NULL;NULL;NULL
19611201;1961-12-01;1961;12;4;Diciembre;Trim. 4;1961-12-01;NULL;NULL;NULL;NULL
19620101;1962-01-01;1962;1;1;Enero;Trim. 1;1962-01-01;NULL;NULL;NULL;NULL
19620201;1962-02-01;1962;2;1;Febrero;Trim. 1;1962-02-01;NULL;NULL;NULL;NULL
19620301;1962-03-01;1962;3;1;Marzo;Trim. 1;1962-03-01;NULL;NULL;NULL;NULL
19620401;1962-04-01;1962;4;2;Abril;Trim. 2;1962-04-01;NULL;NULL;NULL;NULL
19620501;1962-05-01;1962;5;2;Mayo;Trim. 2;1962-05-01;NULL;NULL;NULL;NULL
19620601;1962-06-01;1962;6;2;Junio;Trim. 2;1962-06-01;NULL;NULL;NULL;NULL
19620701;1962-07-01;1962;7;3;Julio;Trim. 3;1962-07-01;NULL;NULL;NULL;NULL
19620801;1962-08-01;1962;8;3;Agosto;Trim. 3;1962-08-01;NULL;NULL;NULL;NULL
19620901;1962-09-01;1962;9;3;Septiembre;Trim. 3;1962-09-01;NULL;NULL;NULL;NULL
19621001;1962-10-01;1962;10;4;Octubre;Trim. 4;1962-10-01;NULL;NULL;NULL;NULL
19621101;1962-11-01;1962;11;4;Noviembre;Trim. 4;1962-11-01;NULL;NULL;NULL;NULL
19621201;1962-12-01;1962;12;4;Diciembre;Trim. 4;1962-12-01;NULL;NULL;NULL;NULL
19630101;1963-01-01;1963;1;1;Enero;Trim. 1;1963-01-01;NULL;NULL;NULL;NULL
19630201;1963-02-01;1963;2;1;Febrero;Trim. 1;1963-02-01;NULL;NULL;NULL;NULL
19630301;1963-03-01;1963;3;1;Marzo;Trim. 1;1963-03-01;NULL;NULL;NULL;NULL
19630401;1963-04-01;1963;4;2;Abril;Trim. 2;1963-04-01;NULL;NULL;NULL;NULL
19630501;1963-05-01;1963;5;2;Mayo;Trim. 2;1963-05-01;NULL;NULL;NULL;NULL
19630601;1963-06-01;1963;6;2;Junio;Trim. 2;1963-06-01;NULL;NULL;NULL;NULL
19630701;1963-07-01;1963;7;3;Julio;Trim. 3;1963-07-01;NULL;NULL;NULL;NULL
19630801;1963-08-01;1963;8;3;Agosto;Trim. 3;1963-08-01;NULL;NULL;NULL;NULL
19630901;1963-09-01;1963;9;3;Septiembre;Trim. 3;1963-09-01;NULL;NULL;NULL;NULL
19631001;1963-10-01;1963;10;4;Octubre;Trim. 4;1963-10-01;NULL;NULL;NULL;NULL
19631101;1963-11-01;1963;11;4;Noviembre;Trim. 4;1963-11-01;NULL;NULL;NULL;NULL
19631201;1963-12-01;1963;12;4;Diciembre;Trim. 4;1963-12-01;NULL;NULL;NULL;NULL
19640101;1964-01-01;1964;1;1;Enero;Trim. 1;1964-01-01;NULL;NULL;NULL;NULL
19640201;1964-02-01;1964;2;1;Febrero;Trim. 1;1964-02-01;NULL;NULL;NULL;NULL
19640301;1964-03-01;1964;3;1;Marzo;Trim. 1;1964-03-01;NULL;NULL;NULL;NULL
19640401;1964-04-01;1964;4;2;Abril;Trim. 2;1964-04-01;NULL;NULL;NULL;NULL
19640501;1964-05-01;1964;5;2;Mayo;Trim. 2;1964-05-01;NULL;NULL;NULL;NULL
19640601;1964-06-01;1964;6;2;Junio;Trim. 2;1964-06-01;NULL;NULL;NULL;NULL
19640701;1964-07-01;1964;7;3;Julio;Trim. 3;1964-07-01;NULL;NULL;NULL;NULL
19640801;1964-08-01;1964;8;3;Agosto;Trim. 3;1964-08-01;NULL;NULL;NULL;NULL
19640901;1964-09-01;1964;9;3;Septiembre;Trim. 3;1964-09-01;NULL;NULL;NULL;NULL
19641001;1964-10-01;1964;10;4;Octubre;Trim. 4;1964-10-01;NULL;NULL;NULL;NULL
19641101;1964-11-01;1964;11;4;Noviembre;Trim. 4;1964-11-01;NULL;NULL;NULL;NULL
19641201;1964-12-01;1964;12;4;Diciembre;Trim. 4;1964-12-01;NULL;NULL;NULL;NULL
19650101;1965-01-01;1965;1;1;Enero;Trim. 1;1965-01-01;NULL;NULL;NULL;NULL
19650201;1965-02-01;1965;2;1;Febrero;Trim. 1;1965-02-01;NULL;NULL;NULL;NULL
19650301;1965-03-01;1965;3;1;Marzo;Trim. 1;1965-03-01;NULL;NULL;NULL;NULL
19650401;1965-04-01;1965;4;2;Abril;Trim. 2;1965-04-01;NULL;NULL;NULL;NULL
19650501;1965-05-01;1965;5;2;Mayo;Trim. 2;1965-05-01;NULL;NULL;NULL;NULL
19650601;1965-06-01;1965;6;2;Junio;Trim. 2;1965-06-01;NULL;NULL;NULL;NULL
19650701;1965-07-01;1965;7;3;Julio;Trim. 3;1965-07-01;NULL;NULL;NULL;NULL
19650801;1965-08-01;1965;8;3;Agosto;Trim. 3;1965-08-01;NULL;NULL;NULL;NULL
