PK_Calendario;Fecha;Año;Mes;Trimestre;NombreMes;NombreTrimestre;MesAño;DiasTotales;DiasHabiles;CoeficienteIPI;CoeficienteICM
19650901;1965-09-01;1965;9;3;Septiembre;Trim. 3;1965-09-01;NULL;NULL;NULL;NULL
19651001;1965-10-01;1965;10;4;Octubre;Trim. 4;1965-10-01;NULL;NULL;NULL;NULL
19651101;1965-11-01;1965;11;4;Noviembre;Trim. 4;1965-11-01;NULL;NULL;NULL;NULL
19651201;1965-12-01;1965;12;4;Diciembre;Trim. 4;1965-12-01;NULL;NULL;NULL;NULL
19660101;1966-01-01;1966;1;1;Enero;Trim. 1;1966-01-01;NULL;NULL;NULL;NULL
19660201;1966-02-01;1966;2;1;Febrero;Trim. 1;1966-02-01;NULL;NULL;NULL;NULL
19660301;1966-03-01;1966;3;1;Marzo;Trim. 1;1966-03-01;NULL;NULL;NULL;NULL
19660401;1966-04-01;1966;4;2;Abril;Trim. 2;1966-04-01;NULL;NULL;NULL;NULL
19660501;1966-05-01;1966;5;2;Mayo;Trim. 2;1966-05-01;NULL;NULL;NULL;NULL
19660601;1966-06-01;1966;6;2;Junio;Trim. 2;1966-06-01;NULL;NULL;NULL;NULL
19660701;1966-07-01;1966;7;3;Julio;Trim. 3;1966-07-01;NULL;NULL;NULL;NULL
19660801;1966-08-01;1966;8;3;Agosto;Trim. 3;1966-08-01;NULL;NULL;NULL;NULL
19660901;1966-09-01;1966;9;3;Septiembre;Trim. 3;1966-09-01;NULL;NULL;NULL;NULL
19661001;1966-10-01;1966;10;4;Octubre;Trim. 4;1966-10-01;NULL;NULL;NULL;NULL
19661101;1966-11-01;1966;11;4;Noviembre;Trim. 4;1966-11-01;NULL;NULL;NULL;NULL
19661201;1966-12-01;1966;12;4;Diciembre;Trim. 4;1966-12-01;NULL;NULL;NULL;NULL
19670101;1967-01-01;1967;1;1;Enero;Trim. 1;1967-01-01;NULL;NULL;NULL;NULL
19670201;1967-02-01;1967;2;1;Febrero;Trim. 1;1967-02-01;NULL;NULL;NULL;NULL
19670301;1967-03-01;1967;3;1;Marzo;Trim. 1;1967-03-01;NULL;NULL;NULL;NULL
19670401;1967-04-01;1967;4;2;Abril;Trim. 2;1967-04-01;NULL;NULL;NULL;NULL
19670501;1967-05-01;1967;5;2;Mayo;Trim. 2;1967-05-01;NULL;NULL;NULL;NULL
19670601;1967-06-01;1967;6;2;Junio;Trim. 2;1967-06-01;NULL;NULL;NULL;NULL
19670701;1967-07-01;1967;7;3;Julio;Trim. 3;1967-07-01;NULL;NULL;NULL;NULL
19670801;1967-08-01;1967;8;3;Agosto;Trim. 3;1967-08-01;NULL;NULL;NULL;NULL
19670901;1967-09-01;1967;9;3;Septiembre;Trim. 3;1967-09-01;NULL;NULL;NULL;NULL
19671001;1967-10-01;1967;10;4;Octubre;Trim. 4;1967-10-01;NULL;NULL;NULL;NULL
19671101;1967-11-01;1967;11;4;Noviembre;Trim. 4;1967-11-01;NULL;NULL;NULL;NULL
19671201;1967-12-01;1967;12;4;Diciembre;Trim. 4;1967-12-01;NULL;NULL;NULL;NULL
19680101;1968-01-01;1968;1;1;Enero;Trim. 1;1968-01-01;NULL;NULL;NULL;NULL
19680201;1968-02-01;1968;2;1;Febrero;Trim. 1;1968-02-01;NULL;NULL;NULL;NULL
19680301;1968-03-01;1968;3;1;Marzo;Trim. 1;1968-03-01;NULL;NULL;NULL;NULL
19680401;1968-04-01;1968;4;2;Abril;Trim. 2;1968-04-01;NULL;NULL;NULL;NULL
19680501;1968-05-01;1968;5;2;Mayo;Trim. 2;1968-05-01;NULL;NULL;NULL;NULL
19680601;1968-06-01;1968;6;2;Junio;Trim. 2;1968-06-01;NULL;NULL;NULL;NULL
19680701;1968-07-01;1968;7;3;Julio;Trim. 3;1968-07-01;NULL;NULL;NULL;NULL
19680801;1968-08-01;1968;8;3;Agosto;Trim. 3;1968-08-01;NULL;NULL;NULL;NULL
19680901;1968-09-01;1968;9;3;Septiembre;Trim. 3;1968-09-01;NULL;NULL;NULL;NULL
19681001;1968-10-01;1968;10;4;Octubre;Trim. 4;1968-10-01;NULL;NULL;NULL;NULL
19681101;1968-11-01;1968;11;4;Noviembre;Trim. 4;1968-11-01;NULL;NULL;NULL;NULL
19681201;1968-12-01;1968;12;4;Diciembre;Trim. 4;1968-12-01;NULL;NULL;NULL;NULL
19690101;1969-01-01;1969;1;1;Enero;Trim. 1;1969-01-01;NULL;NULL;NULL;NULL
19690201;1969-02-01;1969;2;1;Febrero;Trim. 1;1969-02-01;NULL;NULL;NULL;NULL
19690301;1969-03-01;1969;3;1;Marzo;Trim. 1;1969-03-01;NULL;NULL;NULL;NULL
19690401;1969-04-01;1969;4;2;Abril;Trim. 2;1969-04-01;NULL;NULL;NULL;NULL
19690501;1969-05-01;1969;5;2;Mayo;Trim. 2;1969-05-01;NULL;NULL;NULL;NULL
19690601;1969-06-01;1969;6;2;Junio;Trim. 2;1969-06-01;NULL;NULL;NULL;NULL
19690701;1969-07-01;1969;7;3;Julio;Trim. 3;1969-07-01;NULL;NULL;NULL;NULL
19690801;1969-08-01;1969;8;3;Agosto;Trim. 3;1969-08-01;NULL;NULL;NULL;NULL
19690901;1969-09-01;1969;9;3;Septiembre;Trim. 3;1969-09-01;NULL;NULL;NULL;NULL
19691001;1969-10-01;1969;10;4;Octubre;Trim. 4;1969-10-01;NULL;NULL;NULL;NULL
19691101;1969-11-01;1969;11;4;Noviembre;Trim. 4;1969-11-01;NULL;NULL;NULL;NULL
19691201;1969-12-01;1969;12;4;Diciembre;Trim. 4;1969-12-01;NULL;NULL;NULL;NULL
19700101;1970-01-01;1970;1;1;Enero;Trim. 1;1970-01-01;NULL;NULL;NULL;NULL
19700201;1970-02-01;1970;2;1;Febrero;Trim. 1;1970-02-01;NULL;NULL;NULL;NULL
19700301;1970-03-01;1970;3;1;Marzo;Trim. 1;1970-03-01;NULL;NULL;NULL;NULL
19700401;1970-04-01;1970;4;2;Abril;Trim. 2;1970-04-01;NULL;NULL;NULL;NULL
19700501;1970-05-01;1970;5;2;Mayo;Trim. 2;1970-05-01;NULL;NULL;NULL;NULL
19700601;1970-06-01;1970;6;2;Junio;Trim. 2;1970-06-01;NULL;NULL;NULL;NULL
19700701;1970-07-01;1970;7;3;Julio;Trim. 3;1970-07-01;NULL;NULL;NULL;NULL
19700801;1970-08-01;1970;8;3;Agosto;Trim. 3;1970-08-01;NULL;NULL;NULL;NULL
19700901;1970-09-01;1970;9;3;Septiembre;Trim. 3;1970-09-01;NULL;NULL;NULL;NULL
19701001;1970-10-01;1970;10;4;Octubre;Trim. 4;1970-10-01;NULL;NULL;NULL;NULL
19701101;1970-11-01;1970;11;4;Noviembre;Trim. 4;1970-11-01;NULL;NULL;NULL;NULL
19701201;1970-12-01;1970;12;4;Diciembre;Trim. 4;1970-12-01;NULL;NULL;NULL;NULL
19710101;1971-01-01;1971;1;1;Enero;Trim. 1;1971-01-01;NULL;NULL;NULL;NULL
19710201;1971-02-01;1971;2;1;Febrero;Trim. 1;1971-02-01;NULL;NULL;NULL;NULL
19710301;1971-03-01;1971;3;1;Marzo;Trim. 1;1971-03-01;NULL;NULL;NULL;NULL
19710401;1971-04-01;1971;4;2;Abril;Trim. 2;1971-04-01;NULL;NULL;NULL;NULL
19710501;1971-05-01;1971;5;2;Mayo;Trim. 2;1971-05-01;NULL;NULL;NULL;NULL
19710601;1971-06-01;1971;6;2;Junio;Trim. 2;1971-06-01;NULL;NULL;NULL;NULL
19710701;1971-07-01;1971;7;3;Julio;Trim. 3;1971-07-01;NULL;NULL;NULL;NULL
19710801;1971-08-01;1971;8;3;Agosto;Trim. 3;1971-08-01;NULL;NULL;NULL;NULL
19710901;1971-09-01;1971;9;3;Septiembre;Trim. 3;1971-09-01;NULL;NULL;NULL;NULL
19711001;1971-10-01;1971;10;4;Octubre;Trim. 4;1971-10-01;NULL;NULL;NULL;NULL
19711101;1971-11-01;1971;11;4;Noviembre;Trim. 4;1971-11-01;NULL;NULL;NULL;NULL
19711201;1971-12-01;1971;12;4;Diciembre;Trim. 4;1971-12-01;NULL;NULL;NULL;NULL
19720101;1972-01-01;1972;1;1;Enero;Trim. 1;1972-01-01;NULL;NULL;NULL;NULL
19720201;1972-02-01;1972;2;1;Febrero;Trim. 1;1972-02-01;NULL;NULL;NULL;NULL
19720301;1972-03-01;1972;3;1;Marzo;Trim. 1;1972-03-01;NULL;NULL;NULL;NULL
19720401;1972-04-01;1972;4;2;Abril;Trim. 2;1972-04-01;NULL;NULL;NULL;NULL
19720501;1972-05-01;1972;5;2;Mayo;Trim. 2;1972-05-01;NULL;NULL;NULL;NULL
19720601;1972-06-01;1972;6;2;Junio;Trim. 2;1972-06-01;NULL;NULL;NULL;NULL
19720701;1972-07-01;1972;7;3;Julio;Trim. 3;1972-07-01;NULL;NULL;NULL;NULL
19720801;1972-08-01;1972;8;3;Agosto;Trim. 3;1972-08-01;NULL;NULL;NULL;NULL
19720901;1972-09-01;1972;9;3;Septiembre;Trim. 3;1972-09-01;NULL;NULL;NULL;NULL
19721001;1972-10-01;1972;10;4;Octubre;Trim. 4;1972-10-01;NULL;NULL;NULL;NULL
19721101;1972-11-01;1972;11;4;Noviembre;Trim. 4;1972-11-01;NULL;NULL;NULL;NULL
19721201;1972-12-01;1972;12;4;Diciembre;Trim. 4;1972-12-01;NULL;NULL;NULL;NULL
19730101;1973-01-01;1973;1;1;Enero;Trim. 1;1973-01-01;NULL;NULL;NULL;NULL
19730201;1973-02-01;1973;2;1;Febrero;Trim. 1;1973-02-01;NULL;NULL;NULL;NULL
19730301;1973-03-01;1973;3;1;Marzo;Trim. 1;1973-03-01;NULL;NULL;NULL;NULL
19730401;1973-04-01;1973;4;2;Abril;Trim. 2;1973-04-01;NULL;NULL;NULL;NULL
19730501;1973-05-01;1973;5;2;Mayo;Trim. 2;1973-05-01;NULL;NULL;NULL;NULL
19730601;1973-06-01;1973;6;2;Junio;Trim. 2;1973-06-01;NULL;NULL;NULL;NULL
19730701;1973-07-01;1973;7;3;Julio;Trim. 3;1973-07-01;NULL;NULL;NULL;NULL
19730801;1973-08-01;1973;8;3;Agosto;Trim. 3;1973-08-01;NULL;NULL;NULL;NULL
19730901;1973-09-01;1973;9;3;Septiembre;Trim. 3;1973-09-01;NULL;NULL;NULL;NULL
19731001;1973-10-01;1973;10;4;Octubre;Trim. 4;1973-10-01;NULL;NULL;NULL;NULL
19731101;1973-11-01;1973;11;4;Noviembre;Trim. 4;1973-11-01;NULL;NULL;NULL;NULL
19731201;1973-12-01;1973;12;4;Diciembre;Trim. 4;1973-12-01;NULL;NULL;NULL;NULL
19740101;1974-01-01;1974;1;1;Enero;Trim. 1;1974-01-01;NULL;NULL;NULL;NULL
19740201;1974-02-01;1974;2;1;Febrero;Trim. 1;1974-02-01;NULL;NULL;NULL;NULL
19740301;1974-03-01;1974;3;1;Marzo;Trim. 1;1974-03-01;NULL;NULL;NULL;NULL
19740401;1974-04-01;1974;4;2;Abril;Trim. 2;1974-04-01;NULL;NULL;NULL;NULL
19740501;1974-05-01;1974;5;2;Mayo;Trim. 2;1974-05-01;NULL;NULL;NULL;NULL
19740601;1974-06-01;1974;6;2;Junio;Trim. 2;1974-06-01;NULL;NULL;NULL;NULL
19740701;1974-07-01;1974;7;3;Julio;Trim. 3;1974-07-01;NULL;NULL;NULL;NULL
19740801;1974-08-01;1974;8;3;Agosto;Trim. 3;1974-08-01;NULL;NULL;NULL;NULL
19740901;1974-09-01;1974;9;3;Septiembre;Trim. 3;1974-09-01;NULL;NULL;NULL;NULL
19741001;1974-10-01;1974;10;4;Octubre;Trim. 4;1974-10-01;NULL;NULL;NULL;NULL
19741101;1974-11-01;1974;11;4;Noviembre;Trim. 4;1974-11-01;NULL;NULL;NULL;NULL
19741201;1974-12-01;1974;12;4;Diciembre;Trim. 4;1974-12-01;NULL;NULL;NULL;NULL
19750101;1975-01-01;1975;1;1;Enero;Trim. 1;1975-01-01;NULL;NULL;NULL;NULL
19750201;1975-02-01;1975;2;1;Febrero;Trim. 1;1975-02-01;NULL;NULL;NULL;NULL
19750301;1975-03-01;1975;3;1;Marzo;Trim. 1;1975-03-01;NULL;NULL;NULL;NULL
19750401;1975-04-01;1975;4;2;Abril;Trim. 2;1975-04-01;NULL;NULL;NULL;NULL
19750501;1975-05-01;1975;5;2;Mayo;Trim. 2;1975-05-01;NULL;NULL;NULL;NULL
19750601;1975-06-01;1975;6;2;Junio;Trim. 2;1975-06-01;NULL;NULL;NULL;NULL
19750701;1975-07-01;1975;7;3;Julio;Trim. 3;1975-07-01;NULL;NULL;NULL;NULL
19750801;1975-08-01;1975;8;3;Agosto;Trim. 3;1975-08-01;NULL;NULL;NULL;NULL
19750901;1975-09-01;1975;9;3;Septiembre;Trim. 3;1975-09-01;NULL;NULL;NULL;NULL
19751001;1975-10-01;1975;10;4;Octubre;Trim. 4;1975-10-01;NULL;NULL;NULL;NULL
19751101;1975-11-01;1975;11;4;Noviembre;Trim. 4;1975-11-01;NULL;NULL;NULL;NULL
19751201;1975-12-01;1975;12;4;Diciembre;Trim. 4;1975-12-01;NULL;NULL;NULL;NULL
19760101;1976-01-01;1976;1;1;Enero;Trim. 1;1976-01-01;NULL;NULL;NULL;NULL
19760201;1976-02-01;1976;2;1;Febrero;Trim. 1;1976-02-01;NULL;NULL;NULL;NULL
19760301;1976-03-01;1976;3;1;Marzo;Trim. 1;1976-03-01;NULL;NULL;NULL;NULL
19760401;1976-04-01;1976;4;2;Abril;Trim. 2;1976-04-01;NULL;NULL;NULL;NULL
19760501;1976-05-01;1976;5;2;Mayo;Trim. 2;1976-05-01;NULL;NULL;NULL;NULL
19760601;1976-06-01;1976;6;2;Junio;Trim. 2;1976-06-01;NULL;NULL;NULL;NULL
19760701;1976-07-01;1976;7;3;Julio;Trim. 3;1976-07-01;NULL;NULL;NULL;NULL
19760801;1976-08-01;1976;8;3;Agosto;Trim. 3;1976-08-01;NULL;NULL;NULL;NULL
19760901;1976-09-01;1976;9;3;Septiembre;Trim. 3;1976-09-01;NULL;NULL;NULL;NULL
19761001;1976-10-01;1976;10;4;Octubre;Trim. 4;1976-10-01;NULL;NULL;NULL;NULL
19761101;1976-11-01;1976;11;4;Noviembre;Trim. 4;1976-11-01;NULL;NULL;NULL;NULL
19761201;1976-12-01;1976;12;4;Diciembre;Trim. 4;1976-12-01;NULL;NULL;NULL;NULL
19770101;1977-01-01;1977;1;1;Enero;Trim. 1;1977-01-01;NULL;NULL;NULL;NULL
19770201;1977-02-01;1977;2;1;Febrero;Trim. 1;1977-02-01;NULL;NULL;NULL;NULL
19770301;1977-03-01;1977;3;1;Marzo;Trim. 1;1977-03-01;NULL;NULL;NULL;NULL
19770401;1977-04-01;1977;4;2;Abril;Trim. 2;1977-04-01;NULL;NULL;NULL;NULL
19770501;1977-05-01;1977;5;2;Mayo;Trim. 2;1977-05-01;NULL;NULL;NULL;NULL
19770601;1977-06-01;1977;6;2;Junio;Trim. 2;1977-06-01;NULL;NULL;NULL;NULL
19770701;1977-07-01;1977;7;3;Julio;Trim. 3;1977-07-01;NULL;NULL;NULL;NULL
19770801;1977-08-01;1977;8;3;Agosto;Trim. 3;1977-08-01;NULL;NULL;NULL;NULL
19770901;1977-09-01;1977;9;3;Septiembre;Trim. 3;1977-09-01;NULL;NULL;NULL;NULL
19771001;1977-10-01;1977;10;4;Octubre;Trim. 4;1977-10-01;NULL;NULL;NULL;NULL
19771101;1977-11-01;1977;11;4;Noviembre;Trim. 4;1977-11-01;NULL;NULL;NULL;NULL
19771201;1977-12-01;1977;12;4;Diciembre;Trim. 4;1977-12-01;NULL;NULL;NULL;NULL
19780101;1978-01-01;1978;1;1;Enero;Trim. 1;1978-01-01;NULL;NULL;NULL;NULL
19780201;1978-02-01;1978;2;1;Febrero;Trim. 1;1978-02-01;NULL;NULL;NULL;NULL
19780301;1978-03-01;1978;3;1;Marzo;Trim. 1;1978-03-01;NULL;NULL;NULL;NULL
19780401;1978-04-01;1978;4;2;Abril;Trim. 2;1978-04-01;NULL;NULL;NULL;NULL
19780501;1978-05-01;1978;5;2;Mayo;Trim. 2;1978-05-01;NULL;NULL;NULL;NULL
19780601;1978-06-01;1978;6;2;Junio;Trim. 2;1978-06-01;NULL;NULL;NULL;NULL
19780701;1978-07-01;1978;7;3;Julio;Trim. 3;1978-07-01;NULL;NULL;NULL;NULL
19780801;1978-08-01;1978;8;3;Agosto;Trim. 3;1978-08-01;NULL;NULL;NULL;NULL
19780901;1978-09-01;1978;9;3;Septiembre;Trim. 3;1978-09-01;NULL;NULL;NULL;NULL
19781001;1978-10-01;1978;10;4;Octubre;Trim. 4;1978-10-01;NULL;NULL;NULL;NULL
19781101;1978-11-01;1978;11;4;Noviembre;Trim. 4;1978-11-01;NULL;NULL;NULL;NULL
19781201;1978-12-01;1978;12;4;Diciembre;Trim. 4;1978-12-01;NULL;NULL;NULL;NULL
19790101;1979-01-01;1979;1;1;Enero;Trim. 1;1979-01-01;NULL;NULL;NULL;NULL
19790201;1979-02-01;1979;2;1;Febrero;Trim. 1;1979-02-01;NULL;NULL;NULL;NULL
19790301;1979-03-01;1979;3;1;Marzo;Trim. 1;1979-03-01;NULL;NULL;NULL;NULL
19790401;1979-04-01;1979;4;2;Abril;Trim. 2;1979-04-01;NULL;NULL;NULL;NULL
19790501;1979-05-01;1979;5;2;Mayo;Trim. 2;1979-05-01;NULL;NULL;NULL;NULL
19790601;1979-06-01;1979;6;2;Junio;Trim. 2;1979-06-01;NULL;NULL;NULL;NULL
19790701;1979-07-01;1979;7;3;Julio;Trim. 3;1979-07-01;NULL;NULL;NULL;NULL
19790801;1979-08-01;1979;8;3;Agosto;Trim. 3;1979-08-01;NULL;NULL;NULL;NULL
19790901;1979-09-01;1979;9;3;Septiembre;Trim. 3;1979-09-01;NULL;NULL;NULL;NULL
19791001;1979-10-01;1979;10;4;Octubre;Trim. 4;1979-10-01;NULL;NULL;NULL;NULL
19791101;1979-11-01;1979;11;4;Noviembre;Trim. 4;1979-11-01;NULL;NULL;NULL;NULL
19791201;1979-12-01;1979;12;4;Diciembre;Trim. 4;1979-12-01;NULL;NULL;NULL;NULL
19800101;1980-01-01;1980;1;1;Enero;Trim. 1;1980-01-01;NULL;NULL;NULL;NULL
19800201;1980-02-01;1980;2;1;Febrero;Trim. 1;1980-02-01;NULL;NULL;NULL;NULL
19800301;1980-03-01;1980;3;1;Marzo;Trim. 1;1980-03-01;NULL;NULL;NULL;NULL
19800401;1980-04-01;1980;4;2;Abril;Trim. 2;1980-04-01;NULL;NULL;NULL;NULL
19800501;1980-05-01;1980;5;2;Mayo;Trim. 2;1980-05-01;NULL;NULL;NULL;NULL
19800601;1980-06-01;1980;6;2;Junio;Trim. 2;1980-06-01;NULL;NULL;NULL;NULL
19800701;1980-07-01;1980;7;3;Julio;Trim. 3;1980-07-01;NULL;NULL;NULL;NULL
19800801;1980-08-01;1980;8;3;Agosto;Trim. 3;1980-08-01;NULL;NULL;NULL;NULL
19800901;1980-09-01;1980;9;3;Septiembre;Trim. 3;1980-09-01;NULL;NULL;NULL;NULL
19801001;1980-10-01;1980;10;4;Octubre;Trim. 4;1980-10-01;NULL;NULL;NULL;NULL
19801101;1980-11-01;1980;11;4;Noviembre;Trim. 4;1980-11-01;NULL;NULL;NULL;NULL
19801201;1980-12-01;1980;12;4;Diciembre;Trim. 4;1980-12-01;NULL;NULL;NULL;NULL
19810101;1981-01-01;1981;1;1;Enero;Trim. 1;1981-01-01;NULL;NULL;NULL;NULL
19810201;1981-02-01;1981;2;1;Febrero;Trim. 1;1981-02-01;NULL;NULL;NULL;NULL
19810301;1981-03-01;1981;3;1;Marzo;Trim. 1;1981-03-01;NULL;NULL;NULL;NULL
19810401;1981-04-01;1981;4;2;Abril;Trim. 2;1981-04-01;NULL;NULL;NULL;NULL
19810501;1981-05-01;1981;5;2;Mayo;Trim. 2;1981-05-01;NULL;NULL;NULL;NULL
19810601;1981-06-01;1981;6;2;Junio;Trim. 2;1981-06-01;NULL;NULL;NULL;NULL
19810701;1981-07-01;1981;7;3;Julio;Trim. 3;1981-07-01;NULL;NULL;NULL;NULL
19810801;1981-08-01;1981;8;3;Agosto;Trim. 3;1981-08-01;NULL;NULL;NULL;NULL
19810901;1981-09-01;1981;9;3;Septiembre;Trim. 3;1981-09-01;NULL;NULL;NULL;NULL
19811001;1981-10-01;1981;10;4;Octubre;Trim. 4;1981-10-01;NULL;NULL;NULL;NULL
19811101;1981-11-01;1981;11;4;Noviembre;Trim. 4;1981-11-01;NULL;NULL;NULL;NULL
19811201;1981-12-01;1981;12;4;Diciembre;Trim. 4;1981-12-01;NULL;NULL;NULL;NULL
19820101;1982-01-01;1982;1;1;Enero;Trim. 1;1982-01-01;NULL;NULL;NULL;NULL
19820201;1982-02-01;1982;2;1;Febrero;Trim. 1;1982-02-01;NULL;NULL;NULL;NULL
19820301;1982-03-01;1982;3;1;Marzo;Trim. 1;1982-03-01;NULL;NULL;NULL;NULL
19820401;1982-04-01;1982;4;2;Abril;Trim. 2;1982-04-01;NULL;NULL;NULL;NULL
19820501;1982-05-01;1982;5;2;Mayo;Trim. 2;1982-05-01;NULL;NULL;NULL;NULL
19820601;1982-06-01;1982;6;2;Junio;Trim. 2;1982-06-01;NULL;NULL;NULL;NULL
19820701;1982-07-01;1982;7;3;Julio;Trim. 3;1982-07-01;NULL;NULL;NULL;NULL
19820801;1982-08-01;1982;8;3;Agosto;Trim. 3;1982-08-01;NULL;NULL;NULL;NULL
19820901;1982-09-01;1982;9;3;Septiembre;Trim. 3;1982-09-01;NULL;NULL;NULL;NULL
19821001;1982-10-01;1982;10;4;Octubre;Trim. 4;1982-10-01;NULL;NULL;NULL;NULL
19821101;1982-11-01;1982;11;4;Noviembre;Trim. 4;1982-11-01;NULL;NULL;NULL;NULL
19821201;1982-12-01;1982;12;4;Diciembre;Trim. 4;1982-12-01;NULL;NULL;NULL;NULL
19830101;1983-01-01;1983;1;1;Enero;Trim. 1;1983-01-01;NULL;NULL;NULL;NULL
19830201;1983-02-01;1983;2;1;Febrero;Trim. 1;1983-02-01;NULL;NULL;NULL;NULL
19830301;1983-03-01;1983;3;1;Marzo;Trim. 1;1983-03-01;NULL;NULL;NULL;NULL
19830401;1983-04-01;1983;4;2;Abril;Trim. 2;1983-04-01;NULL;NULL;NULL;NULL
19830501;1983-05-01;1983;5;2;Mayo;Trim. 2;1983-05-01;NULL;NULL;NULL;NULL
19830601;1983-06-01;1983;6;2;Junio;Trim. 2;1983-06-01;NULL;NULL;NULL;NULL
19830701;1983-07-01;1983;7;3;Julio;Trim. 3;1983-07-01;NULL;NULL;NULL;NULL
19830801;1983-08-01;1983;8;3;Agosto;Trim. 3;1983-08-01;NULL;NULL;NULL;NULL
19830901;1983-09-01;1983;9;3;Septiembre;Trim. 3;1983-09-01;NULL;NULL;NULL;NULL
19831001;1983-10-01;1983;10;4;Octubre;Trim. 4;1983-10-01;NULL;NULL;NULL;NULL
19831101;1983-11-01;1983;11;4;Noviembre;Trim. 4;1983-11-01;NULL;NULL;NULL;NULL
19831201;1983-12-01;1983;12;4;Diciembre;Trim. 4;1983-12-01;NULL;NULL;NULL;NULL
19840101;1984-01-01;1984;1;1;Enero;Trim. 1;1984-01-01;NULL;NULL;NULL;NULL
19840201;1984-02-01;1984;2;1;Febrero;Trim. 1;1984-02-01;NULL;NULL;NULL;NULL
19840301;1984-03-01;1984;3;1;Marzo;Trim. 1;1984-03-01;NULL;NULL;NULL;NULL
19840401;1984-04-01;1984;4;2;Abril;Trim. 2;1984-04-01;NULL;NULL;NULL;NULL
19840501;1984-05-01;1984;5;2;Mayo;Trim. 2;1984-05-01;NULL;NULL;NULL;NULL
19840601;1984-06-01;1984;6;2;Junio;Trim. 2;1984-06-01;NULL;NULL;NULL;NULL
19840701;1984-07-01;1984;7;3;Julio;Trim. 3;1984-07-01;NULL;NULL;NULL;NULL
19840801;1984-08-01;1984;8;3;Agosto;Trim. 3;1984-08-01;NULL;NULL;NULL;NULL
19840901;1984-09-01;1984;9;3;Septiembre;Trim. 3;1984-09-01;NULL;NULL;NULL;NULL
19841001;1984-10-01;1984;10;4;Octubre;Trim. 4;1984-10-01;NULL;NULL;NULL;NULL
19841101;1984-11-01;1984;11;4;Noviembre;Trim. 4;1984-11-01;NULL;NULL;NULL;NULL
19841201;1984-12-01;1984;12;4;Diciembre;Trim. 4;1984-12-01;NULL;NULL;NULL;NULL
19850101;1985-01-01;1985;1;1;Enero;Trim. 1;1985-01-01;NULL;NULL;NULL;NULL
19850201;1985-02-01;1985;2;1;Febrero;Trim. 1;1985-02-01;NULL;NULL;NULL;NULL
19850301;1985-03-01;1985;3;1;Marzo;Trim. 1;1985-03-01;NULL;NULL;NULL;NULL
19850401;1985-04-01;1985;4;2;Abril;Trim. 2;1985-04-01;NULL;NULL;NULL;NULL
19850501;1985-05-01;1985;5;2;Mayo;Trim. 2;1985-05-01;NULL;NULL;NULL;NULL
19850601;1985-06-01;1985;6;2;Junio;Trim. 2;1985-06-01;NULL;NULL;NULL;NULL
19850701;1985-07-01;1985;7;3;Julio;Trim. 3;1985-07-01;NULL;NULL;NULL;NULL
19850801;1985-08-01;1985;8;3;Agosto;Trim. 3;1985-08-01;NULL;NULL;NULL;NULL
19850901;1985-09-01;1985;9;3;Septiembre;Trim. 3;1985-09-01;NULL;NULL;NULL;NULL
19851001;1985-10-01;1985;10;4;Octubre;Trim. 4;1985-10-01;NULL;NULL;NULL;NULL
19851101;1985-11-01;1985;11;4;Noviembre;Trim. 4;1985-11-01;NULL;NULL;NULL;NULL
19851201;1985-12-01;1985;12;4;Diciembre;Trim. 4;1985-12-01;NULL;NULL;NULL;NULL
19860101;1986-01-01;1986;1;1;Enero;Trim. 1;1986-01-01;NULL;NULL;NULL;NULL
19860201;1986-02-01;1986;2;1;Febrero;Trim. 1;1986-02-01;NULL;NULL;NULL;NULL
19860301;1986-03-01;1986;3;1;Marzo;Trim. 1;1986-03-01;NULL;NULL;NULL;NULL
19860401;1986-04-01;1986;4;2;Abril;Trim. 2;1986-04-01;NULL;NULL;NULL;NULL
19860501;1986-05-01;1986;5;2;Mayo;Trim. 2;1986-05-01;NULL;NULL;NULL;NULL
19860601;1986-06-01;1986;6;2;Junio;Trim. 2;1986-06-01;NULL;NULL;NULL;NULL
19860701;1986-07-01;1986;7;3;Julio;Trim. 3;1986-07-01;NULL;NULL;NULL;NULL
19860801;1986-08-01;1986;8;3;Agosto;Trim. 3;1986-08-01;NULL;NULL;NULL;NULL
19860901;1986-09-01;1986;9;3;Septiembre;Trim. 3;1986-09-01;NULL;NULL;NULL;NULL
19861001;1986-10-01;1986;10;4;Octubre;Trim. 4;1986-10-01;NULL;NULL;NULL;NULL
19861101;1986-11-01;1986;11;4;Noviembre;Trim. 4;1986-11-01;NULL;NULL;NULL;NULL
19861201;1986-12-01;1986;12;4;Diciembre;Trim. 4;1986-12-01;NULL;NULL;NULL;NULL
19870101;1987-01-01;1987;1;1;Enero;Trim. 1;1987-01-01;NULL;NULL;NULL;NULL
19870201;1987-02-01;1987;2;1;Febrero;Trim. 1;1987-02-01;NULL;NULL;NULL;NULL
19870301;1987-03-01;1987;3;1;Marzo;Trim. 1;1987-03-01;NULL;NULL;NULL;NULL
19870401;1987-04-01;1987;4;2;Abril;Trim. 2;1987-04-01;NULL;NULL;NULL;NULL
19870501;1987-05-01;1987;5;2;Mayo;Trim. 2;1987-05-01;NULL;NULL;NULL;NULL
19870601;1987-06-01;1987;6;2;Junio;Trim. 2;1987-06-01;NULL;NULL;NULL;NULL
19870701;1987-07-01;1987;7;3;Julio;Trim. 3;1987-07-01;NULL;NULL;NULL;NULL
